# formica run 1  seed 20260828  season 16/9/-25  year 450  ended: year sweep  at day 1500.0
# events:
# 77.9	DORMANCY at 17.2C
# 279.5	REACTIVATION at 12.0C
# 474.5	DORMANCY at 22.9C
# 729.5	REACTIVATION at 12.0C
# 924.5	DORMANCY at 22.9C
# 1179.5	REACTIVATION at 12.0C
# 1374.5	DORMANCY at 22.9C
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals	diap	laid	bDied	bEaten
0.0	24.46	0.973	0	0	152	152.00	0	0	0	0	0	0.0	0.000	0.0	150.0	0.0	0	0.00	0	0	0	0	0	0	0	0	0
10.0	23.95	0.947	0	0	152	152.00	18	4	0	0	0	0.0	0.000	9.6	150.0	0.0	0	0.00	0	0	0	0	0	0	22	0	0
20.0	23.28	0.914	0	0	152	152.00	5	17	0	0	0	0.0	0.000	18.9	150.0	0.0	0	0.00	0	0	0	0	0	0	44	0	22
30.0	22.47	0.874	0	0	152	152.00	0	1	0	17	0	0.0	0.000	27.9	150.0	0.0	0	0.00	0	0	0	0	0	0	46	0	28
40.0	21.54	0.827	17	4	152	8.94	29	1	0	0	6	7.8	0.529	36.4	157.1	0.0	0	7.48	17	0	0	0	0	1	75	0	28
50.0	20.50	0.775	17	4	152	8.94	34	19	0	0	12	9.9	1.251	44.4	167.1	0.0	0	4.81	17	0	0	0	0	19	98	0	28
60.0	19.37	0.719	17	0	152	8.94	44	47	0	0	12	8.8	1.589	51.9	177.1	0.0	0	0.98	17	0	0	0	0	47	136	0	28
70.0	18.18	0.659	17	1	152	8.94	37	86	0	0	12	8.6	1.600	58.8	187.1	0.0	0	3.19	17	0	0	0	0	86	168	0	28
80.0	16.94	0.597	17	11	152	8.94	32	107	0	0	15	9.3	1.600	65.0	195.0	0.2	1	0.00	17	0	0	0	0	107	185	0	29
90.0	15.68	0.534	17	12	152	8.94	5	130	0	0	15	6.1	1.595	70.7	195.0	1.5	1	0.00	17	0	0	0	0	130	185	0	33
100.0	14.44	0.472	17	12	152	8.94	0	134	0	0	15	5.4	1.585	75.7	195.0	3.1	1	0.00	17	0	0	0	0	134	185	0	34
110.0	13.22	0.411	17	14	152	8.94	0	134	0	0	15	5.3	1.581	80.1	195.0	5.2	1	0.00	17	0	0	0	0	134	185	0	34
120.0	12.05	0.353	17	15	152	8.94	0	134	0	0	15	5.1	1.582	83.9	195.0	7.9	1	0.00	17	0	0	0	0	134	185	0	34
130.0	10.97	0.298	17	16	152	8.94	0	134	0	0	15	5.7	1.587	87.2	195.0	11.2	1	0.00	17	0	0	0	0	134	185	0	34
140.0	9.98	0.250	17	17	152	8.94	0	134	0	0	15	5.1	1.594	89.9	195.0	15.3	1	0.00	17	0	0	0	0	134	185	0	34
150.0	9.10	0.250	17	13	152	8.94	0	134	0	0	15	4.9	1.594	92.4	195.0	20.3	1	0.00	17	0	0	0	0	134	185	0	34
160.0	8.37	0.250	17	10	152	8.94	0	134	0	0	15	5.4	1.594	94.9	195.0	26.1	1	0.00	17	0	0	0	0	134	185	0	34
170.0	7.78	0.250	17	12	152	8.94	0	134	0	0	15	4.6	1.584	97.4	195.0	32.7	1	0.00	17	0	0	0	0	134	185	0	34
180.0	7.35	0.250	17	14	152	8.94	0	134	0	0	15	4.8	1.584	99.9	195.0	40.1	1	0.00	17	0	0	0	0	134	185	0	34
190.0	7.09	0.250	17	12	152	8.94	0	134	0	0	15	3.8	1.577	102.4	195.0	47.9	1	0.00	17	0	0	0	0	134	185	0	34
200.0	7.00	0.250	17	12	152	8.94	0	134	0	0	15	2.7	1.561	104.9	195.0	56.1	1	0.00	17	0	0	0	0	134	185	0	34
210.0	7.09	0.250	17	13	152	8.94	0	134	0	0	15	1.8	1.526	107.4	195.0	64.2	1	0.00	17	0	0	0	0	134	185	0	34
220.0	7.35	0.250	17	9	152	8.94	0	134	0	0	15	1.7	1.492	109.9	195.0	72.1	1	0.00	17	0	0	0	0	134	185	0	34
230.0	7.78	0.250	17	12	152	8.94	0	134	0	0	18	1.5	1.455	112.4	195.0	79.4	1	0.00	17	0	0	0	0	134	185	0	34
240.0	8.37	0.250	17	13	152	8.94	0	134	0	0	21	2.2	1.428	114.9	195.0	86.0	1	0.00	17	0	0	0	0	134	185	0	34
250.0	9.11	0.250	17	14	152	8.94	0	134	0	0	20	1.2	1.399	117.4	195.0	91.8	1	0.00	17	0	0	0	1	134	185	0	34
260.0	9.98	0.250	17	13	152	8.94	0	134	0	0	20	1.2	1.386	119.9	195.0	96.8	1	0.00	17	0	0	0	1	134	185	0	34
270.0	10.97	0.298	17	16	152	8.94	0	134	0	0	0	2.0	1.389	122.7	195.0	100.9	1	0.00	17	0	0	0	23	134	185	0	34
280.0	12.06	0.353	17	13	152	8.94	0	134	0	0	0	1.6	1.366	125.9	0.5	0.0	0	0.00	17	0	0	0	23	0	185	0	34
