# formica run 1  seed 20260828  season 16/9/-25  year 300  ended: year sweep  at day 1500.0
# events:
# 88.0	DORMANCY at 9.6C
# 178.0	REACTIVATION at 12.0C
# 373.0	DORMANCY at 11.8C
# 478.0	REACTIVATION at 12.0C
# 673.0	DORMANCY at 11.8C
# 778.0	REACTIVATION at 12.0C
# 973.0	DORMANCY at 11.8C
# 1078.0	REACTIVATION at 12.0C
# 1273.0	DORMANCY at 11.8C
# 1378.0	REACTIVATION at 12.0C
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals	diap	laid	bDied	bEaten
0.0	23.79	0.940	0	0	152	152.00	0	0	0	0	0	0.0	0.000	0.0	150.0	0.0	0	0.00	0	0	0	0	0	0	0	0	0
10.0	22.69	0.884	0	0	152	152.00	22	0	0	0	0	0.0	0.000	9.1	150.0	0.0	0	0.00	0	0	0	0	0	0	22	0	0
20.0	21.29	0.814	0	0	152	152.00	2	20	0	0	0	0.0	0.000	17.6	150.0	0.0	0	0.00	0	0	0	0	0	0	45	0	23
30.0	19.66	0.733	0	0	152	152.00	0	0	0	13	0	0.0	0.000	25.4	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	34
40.0	17.87	0.644	0	0	152	152.00	0	0	0	13	0	0.0	0.000	32.3	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	34
50.0	16.00	0.550	13	7	152	11.69	0	0	0	0	0	2.4	0.437	38.2	157.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
60.0	14.13	0.456	13	11	152	11.69	0	0	0	0	0	2.1	0.440	43.3	167.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
70.0	12.34	0.367	13	12	152	11.69	0	0	0	0	0	1.4	0.397	47.4	177.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
80.0	10.71	0.285	13	12	152	11.69	0	0	0	0	0	2.3	0.400	50.6	187.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
90.0	9.31	0.250	13	12	152	11.69	0	0	0	0	0	3.6	0.467	53.2	195.0	1.0	1	0.00	13	0	0	0	0	0	47	0	34
100.0	8.20	0.250	13	10	152	11.69	0	0	0	0	0	2.7	0.579	55.7	195.0	6.8	1	0.00	13	0	0	0	0	0	47	0	34
110.0	7.44	0.250	13	9	152	11.69	0	0	0	0	0	2.2	0.557	58.2	195.0	13.8	1	0.00	13	0	0	0	0	0	47	0	34
120.0	7.05	0.250	13	10	152	11.69	0	0	0	0	0	3.1	0.643	60.7	195.0	21.7	1	0.00	13	0	0	0	0	0	47	0	34
130.0	7.05	0.250	13	6	152	11.69	0	0	0	0	0	2.5	0.745	63.2	195.0	29.8	1	0.00	13	0	0	0	0	0	47	0	34
140.0	7.44	0.250	13	11	152	11.69	0	0	0	0	0	2.8	0.756	65.7	195.0	37.7	1	0.00	13	0	0	0	0	0	47	0	34
150.0	8.21	0.250	13	10	152	11.69	0	0	0	0	0	2.8	0.753	68.2	195.0	44.7	1	0.00	13	0	0	0	0	0	47	0	34
160.0	9.31	0.250	13	11	152	11.69	0	0	0	0	0	2.6	0.759	70.7	195.0	50.5	1	0.00	13	0	0	0	0	0	47	0	34
170.0	10.71	0.286	13	11	152	11.69	0	0	0	0	0	3.3	0.781	73.3	195.0	55.0	1	0.00	13	0	0	0	0	0	47	0	34
180.0	12.34	0.367	13	11	152	11.69	0	0	0	0	0	2.2	0.774	76.6	2.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
190.0	14.13	0.457	13	12	152	11.69	0	0	0	0	0	2.4	0.788	80.7	12.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
200.0	16.00	0.550	13	12	152	11.69	0	0	0	0	0	1.0	0.737	85.7	22.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
210.0	17.87	0.644	13	11	152	11.69	0	0	0	0	0	6.1	0.819	91.7	32.0	0.0	0	0.00	13	0	0	0	0	0	47	0	34
220.0	19.66	0.733	13	5	152	11.69	41	0	0	0	12	7.5	1.400	98.6	42.0	0.0	0	2.37	13	0	0	0	0	0	88	0	34
230.0	21.29	0.815	13	3	152	11.69	28	36	2	0	8	7.4	1.599	106.3	52.0	0.0	0	5.22	13	0	0	0	5	0	111	0	34
240.0	22.69	0.884	13	2	152	11.69	4	62	47	1	0	8.7	1.600	114.8	62.0	0.0	0	0.00	13	0	0	0	18	0	114	0	34
250.0	23.80	0.940	14	0	152	10.86	0	64	64	2	0	7.8	1.513	124.0	72.0	0.0	0	0.00	14	0	0	0	24	0	114	0	34
260.0	24.56	0.978	16	5	152	9.50	0	40	40	1	0	9.9	1.449	133.6	82.0	0.0	0	0.00	16	0	0	0	36	0	114	23	34
270.0	24.95	0.998	17	4	152	8.94	0	19	18	0	0	9.9	1.463	143.5	92.0	0.0	0	0.00	17	0	0	0	45	0	114	44	34
280.0	24.95	0.998	17	3	152	8.94	1	4	4	1	0	9.8	1.543	153.5	102.0	0.0	0	0.00	17	0	0	0	51	0	115	58	34
290.0	24.56	0.978	18	2	152	8.44	6	3	2	1	0	11.6	1.526	163.3	112.0	0.0	0	0.00	18	0	0	0	72	0	121	59	34
300.0	23.79	0.940	19	2	152	8.00	43	7	0	1	1	10.6	1.499	173.0	122.0	0.0	0	0.44	19	0	0	0	105	0	164	60	34
310.0	22.69	0.884	20	7	152	7.60	20	43	21	7	2	11.2	1.479	182.1	132.0	0.0	0	0.00	20	0	0	0	126	0	184	60	34
320.0	21.29	0.814	26	9	152	5.85	0	54	38	10	0	14.9	1.355	190.6	142.0	0.0	0	0.00	26	0	0	0	173	0	184	60	34
330.0	19.66	0.733	28	9	152	5.43	0	52	36	10	0	15.9	1.502	198.3	152.0	0.0	0	0.00	28	0	0	0	233	52	184	60	34
340.0	17.87	0.643	37	16	152	4.11	0	52	19	1	2	19.7	1.458	205.2	162.0	0.0	0	0.00	37	0	0	0	303	52	184	60	34
350.0	16.00	0.550	38	19	152	4.00	1	52	7	0	0	20.5	1.584	211.2	172.0	0.0	0	0.00	38	0	0	0	329	52	185	60	34
360.0	14.12	0.456	38	17	152	4.00	2	52	5	0	0	25.1	1.600	216.2	182.0	0.0	0	0.00	38	0	0	0	335	52	186	60	34
370.0	12.33	0.367	38	5	152	4.00	36	53	2	0	7	22.8	1.600	220.3	192.0	0.0	0	2.02	38	0	0	0	345	53	221	60	34
380.0	10.71	0.285	38	3	152	4.00	34	54	2	0	8	21.5	1.600	223.6	195.0	2.5	1	0.00	38	0	0	0	347	54	226	60	40
390.0	9.31	0.250	38	4	152	4.00	24	59	3	0	6	23.3	1.600	226.2	195.0	7.0	1	0.00	38	0	0	0	350	59	226	60	45
400.0	8.20	0.250	38	5	152	4.00	12	69	4	0	6	20.7	1.600	228.7	195.0	12.8	1	0.00	38	0	0	0	353	69	226	60	47
410.0	7.44	0.250	38	9	152	4.00	3	75	4	0	8	21.4	1.599	231.2	195.0	19.8	1	0.00	38	0	0	0	355	75	226	60	50
420.0	7.05	0.250	38	6	152	4.00	3	75	4	0	9	21.0	1.600	233.7	195.0	27.6	1	0.00	38	0	0	0	360	75	226	60	50
430.0	7.05	0.250	38	6	152	4.00	0	78	6	0	7	21.1	1.600	236.2	195.0	35.8	1	0.00	38	0	0	0	362	78	226	60	50
440.0	7.44	0.250	38	7	152	4.00	0	78	6	0	7	18.2	1.600	238.7	195.0	43.6	1	0.00	38	0	0	0	362	78	226	60	50
450.0	8.21	0.250	38	11	152	4.00	0	78	9	0	7	23.9	1.599	241.2	195.0	50.6	1	0.00	38	0	0	0	362	78	226	60	50
460.0	9.32	0.250	38	1	152	4.00	0	78	11	0	6	24.1	1.600	243.7	195.0	56.4	1	0.00	38	0	0	0	363	78	226	60	50
470.0	10.72	0.286	38	6	152	4.00	0	78	12	0	5	23.9	1.600	246.3	195.0	60.9	1	0.00	38	0	0	0	364	78	226	60	50
480.0	12.35	0.367	38	5	152	4.00	9	77	20	1	3	22.3	1.600	249.5	2.0	0.0	0	4.19	38	0	0	0	369	15	235	60	50
490.0	14.14	0.457	38	9	152	4.00	23	71	53	6	0	23.2	1.600	253.6	12.0	0.0	0	0.00	38	0	0	0	382	11	249	61	50
