# formica run 1  seed 20260829  season 16/9/-25  year 550  ended: year sweep  at day 1500.0
# events:
# 77.4	DORMANCY at 19.5C
# 347.2	REACTIVATION at 12.0C
# 542.2	DORMANCY at 24.8C
# 897.2	REACTIVATION at 12.0C
# 1092.2	DORMANCY at 24.8C
# 1447.2	REACTIVATION at 12.0C
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals	diap	laid	bDied	bEaten
0.0	24.64	0.982	0	0	152	152.00	0	0	0	0	0	0.0	0.000	0.0	150.0	0.0	0	0.00	0	0	0	0	0	0	0	0	0
10.0	24.29	0.965	0	0	152	152.00	22	0	0	0	0	0.0	0.000	9.7	150.0	0.0	0	0.00	0	0	0	0	0	0	22	0	0
20.0	23.84	0.942	0	0	152	152.00	7	15	0	0	0	0.0	0.000	19.3	150.0	0.0	0	0.00	0	0	0	0	0	0	39	0	17
30.0	23.28	0.914	0	0	152	152.00	0	5	0	15	0	0.0	0.000	28.6	150.0	0.0	0	0.00	0	0	0	0	0	0	45	0	25
40.0	22.63	0.882	15	6	152	10.13	17	4	0	0	6	6.6	0.491	37.5	157.6	0.0	0	13.10	15	0	0	0	0	4	62	0	26
50.0	21.89	0.845	15	1	152	10.13	38	13	0	0	12	7.0	1.071	46.2	167.6	0.0	0	3.63	15	0	0	0	0	13	92	0	26
60.0	21.08	0.804	15	2	152	10.13	43	51	0	0	15	7.3	1.536	54.4	177.6	0.0	0	1.45	15	0	0	0	0	51	135	0	26
70.0	20.20	0.760	15	3	152	10.13	38	91	0	0	15	9.9	1.600	62.2	187.6	0.0	0	3.10	15	0	0	0	0	91	170	0	26
80.0	19.26	0.713	15	1	152	10.13	28	117	0	0	15	9.4	1.600	69.6	195.0	0.3	1	0.00	15	0	0	0	0	117	187	0	27
90.0	18.29	0.664	15	4	152	10.13	2	141	0	0	15	8.3	1.600	76.5	195.0	1.3	1	0.00	15	0	0	0	0	141	187	0	29
100.0	17.28	0.614	15	1	152	10.13	0	142	0	0	18	8.2	1.600	82.9	195.0	2.3	1	0.00	15	0	0	0	0	142	187	0	30
110.0	16.26	0.563	15	7	152	10.13	0	142	0	0	18	7.0	1.599	88.8	195.0	3.4	1	0.00	15	0	0	0	0	142	187	0	30
120.0	15.23	0.511	15	10	152	10.13	0	142	0	0	24	7.8	1.600	94.2	195.0	4.9	1	0.00	15	0	0	0	0	142	187	0	30
130.0	14.21	0.461	15	11	152	10.13	0	142	0	0	24	6.6	1.599	99.0	195.0	6.6	1	0.00	15	0	0	0	0	142	187	0	30
140.0	13.22	0.411	15	12	152	10.13	0	142	0	0	27	6.8	1.598	103.4	195.0	8.8	1	0.00	15	0	0	0	0	142	187	0	30
150.0	12.26	0.363	15	11	152	10.13	0	142	0	0	27	7.6	1.600	107.2	195.0	11.4	1	0.00	15	0	0	0	0	142	187	0	30
160.0	11.35	0.318	15	8	152	10.13	0	142	0	0	27	9.3	1.600	110.6	195.0	14.5	1	0.00	15	0	0	0	0	142	187	0	30
170.0	10.50	0.275	15	10	152	10.13	0	142	0	0	27	6.3	1.599	113.6	195.0	18.2	1	0.00	15	0	0	0	0	142	187	0	30
180.0	9.73	0.250	15	12	152	10.13	0	142	0	0	30	5.5	1.595	116.2	195.0	22.6	1	0.00	15	0	0	0	0	142	187	0	30
190.0	9.03	0.250	15	13	152	10.13	0	142	0	0	30	5.6	1.599	118.7	195.0	27.7	1	0.00	15	0	0	0	0	142	187	0	30
200.0	8.43	0.250	15	13	152	10.13	0	142	0	0	30	5.8	1.595	121.2	195.0	33.5	1	0.00	15	0	0	0	0	142	187	0	30
210.0	7.92	0.250	15	12	152	10.13	0	142	0	0	30	6.0	1.592	123.7	195.0	40.0	1	0.00	15	0	0	0	0	142	187	0	30
220.0	7.52	0.250	15	15	152	10.13	0	142	0	0	30	3.5	1.589	126.2	195.0	47.1	1	0.00	15	0	0	0	0	142	187	0	30
230.0	7.23	0.250	15	10	152	10.13	0	142	0	0	30	2.2	1.564	128.7	195.0	54.7	1	0.00	15	0	0	0	0	142	187	0	30
240.0	7.06	0.250	15	14	152	10.13	0	142	0	0	30	3.0	1.537	131.2	195.0	62.7	1	0.00	15	0	0	0	0	142	187	0	30
250.0	7.00	0.250	15	9	152	10.13	0	142	0	0	26	2.9	1.523	133.7	195.0	70.9	1	0.00	15	0	0	0	4	142	187	0	30
260.0	7.06	0.250	15	10	152	10.13	0	142	0	0	26	3.0	1.505	136.2	195.0	79.0	1	0.00	15	0	0	0	4	142	187	0	30
270.0	7.23	0.250	15	11	152	10.13	0	142	0	0	0	2.4	1.494	138.7	195.0	87.0	1	0.00	15	0	0	0	34	142	187	0	30
280.0	7.52	0.250	15	12	152	10.13	0	142	0	0	0	2.5	1.488	141.2	195.0	94.6	1	0.00	15	0	0	0	34	142	187	0	30
290.0	7.92	0.250	15	13	152	10.13	0	142	0	0	0	2.6	1.494	143.7	195.0	101.7	1	0.00	15	0	0	0	34	142	187	0	30
300.0	8.43	0.250	15	10	152	10.13	0	142	5	0	0	3.8	1.488	146.2	195.0	108.2	1	0.00	15	0	0	0	34	142	187	0	30
310.0	9.03	0.250	15	11	152	10.13	0	142	21	0	0	2.6	1.467	148.7	195.0	114.0	1	0.00	15	0	0	0	34	142	187	0	30
320.0	9.73	0.250	15	13	152	10.13	0	142	61	0	0	2.7	1.465	151.2	195.0	119.1	1	0.00	15	0	0	0	34	142	187	0	30
330.0	10.51	0.275	15	14	152	10.13	0	142	89	0	0	2.2	1.459	153.8	195.0	123.5	1	0.00	15	0	0	0	34	142	187	0	30
340.0	11.35	0.318	15	13	152	10.13	0	142	108	0	0	4.7	1.520	156.7	195.0	127.2	1	0.00	15	0	0	0	37	142	187	0	30
350.0	12.26	0.363	15	12	152	10.13	0	142	109	0	0	5.5	1.562	160.1	2.8	0.0	0	0.00	15	0	0	0	37	0	187	0	30
360.0	13.22	0.411	15	15	152	10.13	0	142	139	0	0	4.1	1.549	164.0	12.8	0.0	0	0.00	15	0	0	0	40	0	187	0	30
370.0	14.22	0.461	15	14	152	10.13	0	142	142	0	0	7.3	1.567	168.4	22.8	0.0	0	0.00	15	0	0	0	40	0	187	0	30
380.0	15.23	0.512	15	10	152	10.13	0	142	142	0	0	7.9	1.600	173.2	32.8	0.0	0	0.00	15	0	0	0	40	0	187	0	30
390.0	16.26	0.563	15	5	152	10.13	0	95	95	0	0	7.4	1.600	178.6	42.8	0.0	0	0.00	15	0	0	0	43	0	187	47	30
400.0	17.28	0.614	15	4	152	10.13	0	30	30	1	0	8.4	1.600	184.5	52.8	0.0	0	0.00	15	0	0	0	49	0	187	111	30
410.0	18.29	0.665	15	7	152	10.13	0	12	12	1	0	7.3	1.600	190.9	62.8	0.0	0	0.00	15	0	0	0	52	0	187	129	30
420.0	19.27	0.713	16	1	152	9.50	1	6	6	0	0	9.2	1.528	197.8	72.8	0.0	0	0.00	16	0	0	0	58	0	188	135	30
430.0	20.20	0.760	16	4	152	9.50	1	5	5	0	0	8.9	1.561	205.1	82.8	0.0	0	0.00	16	0	0	0	61	0	189	137	30
440.0	21.08	0.804	16	0	152	9.50	0	3	3	0	0	10.2	1.600	213.0	92.8	0.0	0	0.00	16	0	0	0	61	0	189	140	30
450.0	21.90	0.845	16	0	152	9.50	37	2	1	0	3	10.6	1.600	221.2	102.8	0.0	0	3.97	16	0	0	0	65	0	226	141	30
460.0	22.63	0.882	16	1	152	9.50	31	42	5	1	0	8.7	1.600	229.8	112.9	0.0	0	0.00	16	0	0	0	87	0	262	142	30
470.0	23.28	0.914	17	5	152	8.94	0	60	52	13	0	9.8	1.534	238.8	122.9	0.0	0	0.00	17	0	0	0	126	0	262	142	30
480.0	23.84	0.942	32	8	152	4.75	0	44	41	12	0	19.0	1.061	248.1	132.9	0.0	0	0.00	32	0	0	0	165	0	262	144	30
490.0	24.29	0.965	42	22	152	3.62	0	24	18	5	0	24.6	1.159	257.7	142.9	0.0	0	0.00	42	0	0	0	210	0	262	161	30
500.0	24.64	0.982	47	16	152	3.23	3	12	7	4	0	28.3	1.354	267.4	152.9	0.0	0	0.00	47	0	0	0	264	12	265	169	30
510.0	24.87	0.993	51	14	152	2.98	35	16	1	0	16	30.4	1.468	277.3	162.9	0.0	0	6.24	51	0	0	0	303	16	301	169	30
520.0	24.99	0.999	51	10	152	2.98	34	56	1	0	37	31.3	1.562	287.2	172.9	0.0	0	6.65	51	0	0	0	303	56	340	169	30
530.0	24.99	0.999	51	8	152	2.98	34	96	0	0	42	30.4	1.599	297.2	182.9	0.0	0	6.65	51	0	0	0	305	96	381	170	30
540.0	24.87	0.993	51	6	152	2.98	36	136	0	0	57	33.6	1.600	307.2	192.9	0.0	0	5.54	51	0	0	0	305	136	423	170	30
550.0	24.63	0.982	51	9	152	2.98	6	175	0	0	59	29.2	1.600	317.1	195.0	0.8	1	0.00	51	0	0	0	306	175	434	170	32
560.0	24.29	0.964	51	10	152	2.98	0	181	0	0	71	32.3	1.600	326.8	195.0	1.8	1	0.00	51	0	0	0	306	181	434	170	32
570.1	23.83	0.942	51	13	152	2.98	0	181	0	0	77	32.2	1.600	336.4	195.0	2.8	1	0.00	51	0	0	0	306	181	434	170	32
