# formica run 1  seed 20260829  season 16/9/-25  year 250  ended: year sweep  at day 1500.0
# events:
# 196.6	DORMANCY at 22.8C
# 394.2	REACTIVATION at 12.0C
# 589.2	DORMANCY at 7.3C
# 803.3	REACTIVATION at 12.5C
# 998.3	DORMANCY at 23.5C
# 1144.2	REACTIVATION at 12.0C
# 1339.2	DORMANCY at 7.3C
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals	diap	laid	bDied	bEaten
0.0	23.28	0.914	0	0	152	152.00	0	0	0	0	0	0.0	0.000	0.0	150.0	0.0	0	0.00	0	0	0	0	0	0	0	0	0
10.0	21.74	0.837	0	0	152	152.00	22	0	0	0	0	0.0	0.000	8.8	150.0	0.0	0	0.00	0	0	0	0	0	0	22	0	0
20.0	19.83	0.742	0	0	152	152.00	0	21	0	0	0	0.0	0.000	16.7	150.0	0.0	0	4.66	0	0	0	0	0	0	44	0	23
30.0	17.69	0.634	0	0	152	152.00	0	2	0	9	0	0.0	0.000	23.6	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
40.0	15.43	0.522	0	0	152	152.00	0	0	0	11	0	0.0	0.000	29.3	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
50.0	13.22	0.411	0	0	152	152.00	0	0	0	11	0	0.0	0.000	34.0	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
60.0	11.18	0.309	0	0	152	152.00	0	0	0	11	0	0.0	0.000	37.6	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
70.0	9.44	0.250	0	0	152	152.00	0	0	0	11	0	0.0	0.000	40.3	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
80.0	8.11	0.250	0	0	152	152.00	0	0	0	11	0	0.0	0.000	42.8	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
90.0	7.28	0.250	0	0	152	152.00	0	0	0	11	0	0.0	0.000	45.3	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
100.0	7.00	0.250	0	0	152	152.00	0	0	0	11	0	0.0	0.000	47.8	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
110.0	7.28	0.250	0	0	152	152.00	0	0	0	11	0	0.0	0.000	50.3	150.0	0.0	0	0.00	0	0	0	0	0	0	47	0	36
