# formica run 1  ended: manual save  at day 12704.8
# events:
# 80.1	DORMANCY at 13.9C
# 222.0	REACTIVATION at 12.0C
# 417.0	DORMANCY at 18.2C
# 587.0	REACTIVATION at 12.0C
# 782.0	DORMANCY at 18.2C
# 952.0	REACTIVATION at 12.0C
# 1147.0	DORMANCY at 18.2C
# 1317.0	REACTIVATION at 12.0C
# 1512.0	DORMANCY at 18.2C
# 1682.0	REACTIVATION at 12.0C
# 1877.0	DORMANCY at 18.2C
# 2047.0	REACTIVATION at 12.0C
# 2242.0	DORMANCY at 18.2C
# 2412.0	REACTIVATION at 12.0C
# 2607.0	DORMANCY at 18.2C
# 2777.0	REACTIVATION at 12.0C
# 2972.0	DORMANCY at 18.2C
# 3142.0	REACTIVATION at 12.0C
# 3337.0	DORMANCY at 18.2C
# 3507.0	REACTIVATION at 12.0C
# 3702.0	DORMANCY at 18.2C
# 3872.0	REACTIVATION at 12.0C
# 4067.0	DORMANCY at 18.2C
# 4237.0	REACTIVATION at 12.0C
# 4432.0	DORMANCY at 18.2C
# 4602.0	REACTIVATION at 12.0C
# 4797.0	DORMANCY at 18.2C
# 4967.0	REACTIVATION at 12.0C
# 5162.0	DORMANCY at 18.2C
# 5332.0	REACTIVATION at 12.0C
# 5527.0	DORMANCY at 18.2C
# 5697.0	REACTIVATION at 12.0C
# 5878.6	QUEEN DIED (senescence)
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals
1330.9	14.03	0.452	168	168	1011	6.02	0	215	215	0	175	19.6	1.543	734.2	13.9	0.0	0	0.00	271	103	817	47	1752
1340.9	15.57	0.528	165	165	1011	6.13	0	215	215	0	175	10.7	1.512	739.1	23.9	0.0	0	0.00	271	106	817	47	1752
1350.9	17.11	0.606	161	161	1011	6.28	0	215	215	0	175	4.2	1.447	744.8	33.9	0.0	0	0.00	271	110	817	47	1752
1360.9	18.63	0.681	157	103	972	6.19	0	155	127	2	3	96.3	1.589	751.2	43.9	0.0	0	0.00	271	114	817	86	2008
1370.9	20.06	0.753	155	61	808	5.21	0	56	50	29	0	103.2	1.600	758.4	53.9	0.0	0	0.00	271	116	820	253	2065
1380.9	21.38	0.819	177	101	794	4.49	0	15	8	14	0	98.7	1.444	766.3	63.9	0.0	0	0.00	296	119	821	268	2173
1390.9	22.53	0.877	187	80	791	4.23	45	6	0	9	69	123.5	1.486	774.8	73.9	0.0	0	0.77	308	121	821	271	2289
1400.9	23.50	0.925	191	45	791	4.14	41	45	0	6	23	125.2	1.532	783.8	84.0	0.0	0	2.82	317	126	824	274	2419
1410.9	24.24	0.962	197	48	796	4.04	0	69	54	20	0	127.5	1.552	793.2	94.0	0.0	0	0.00	323	126	834	279	2491
1421.0	24.74	0.987	214	98	793	3.71	0	62	62	8	0	137.1	1.484	803.0	104.0	0.0	0	0.00	342	128	834	282	2515
1431.0	24.98	0.999	215	86	805	3.74	0	27	16	10	0	142.9	1.506	812.9	114.0	0.0	0	0.00	350	135	849	285	2665
1441.0	24.95	0.998	220	119	837	3.80	20	8	0	12	18	145.7	1.518	822.9	124.0	0.0	0	15.08	360	140	883	287	2764
1451.0	24.66	0.983	228	22	930	4.08	30	33	0	8	64	148.6	1.514	832.8	134.0	0.0	0	8.73	372	144	977	288	2820
1461.0	24.12	0.956	234	55	1027	4.39	21	45	5	25	0	149.6	1.533	842.5	144.0	0.0	0	0.00	380	146	1075	289	2999
1471.0	23.33	0.917	244	59	1078	4.42	38	49	0	29	34	155.4	1.517	851.9	154.0	0.0	0	4.14	393	149	1127	290	3057
1481.0	22.33	0.866	264	70	1115	4.22	30	88	0	0	49	169.1	1.486	860.8	164.0	0.0	0	7.33	422	158	1169	295	3057
1491.0	21.14	0.807	254	97	1120	4.41	37	111	0	0	64	160.3	1.596	869.2	174.0	0.0	0	3.77	422	168	1175	296	3057
1501.0	19.80	0.740	249	49	1120	4.50	43	140	0	0	64	156.0	1.600	876.9	184.0	0.0	0	1.31	422	173	1175	296	3057
1511.0	18.34	0.667	244	41	1173	4.81	37	176	0	0	64	159.8	1.600	884.0	194.0	0.0	0	2.95	422	178	1229	297	3057
1521.0	16.82	0.591	240	62	1283	5.35	22	190	0	0	70	157.5	1.600	890.3	195.0	0.9	1	0.00	422	182	1340	298	3057
1531.0	15.27	0.514	237	126	1357	5.73	1	208	0	0	73	153.4	1.600	895.8	195.0	2.3	1	0.00	422	185	1420	304	3057
1541.0	13.74	0.437	237	222	1407	5.94	0	209	0	0	82	144.4	1.599	900.5	195.0	4.1	1	0.00	422	185	1472	306	3057
1551.0	12.29	0.364	233	226	1407	6.04	0	209	0	0	82	130.6	1.596	904.5	195.0	6.6	1	0.00	422	189	1472	306	3057
1561.0	10.94	0.297	230	225	1409	6.13	0	209	0	0	82	114.6	1.590	907.9	195.0	9.9	1	0.00	422	192	1474	306	3057
1571.0	9.74	0.250	229	223	1409	6.15	0	209	0	0	82	104.2	1.586	910.5	195.0	14.1	1	0.00	422	193	1474	306	3057
1581.0	8.72	0.250	229	227	1409	6.15	0	209	0	0	82	95.0	1.581	913.0	195.0	19.3	1	0.00	422	193	1474	306	3057
1591.0	7.92	0.250	229	227	1409	6.15	0	209	0	0	82	85.8	1.576	915.5	195.0	25.7	1	0.00	422	193	1474	306	3057
1601.0	7.36	0.250	225	224	1409	6.26	0	209	0	0	82	75.9	1.570	918.0	195.0	32.9	1	0.00	422	197	1474	306	3057
1611.0	7.06	0.250	222	221	1409	6.35	0	209	0	0	82	65.9	1.563	920.5	195.0	40.8	1	0.00	422	200	1474	306	3057
1621.0	7.02	0.250	220	220	1409	6.40	0	209	0	0	82	56.2	1.555	923.0	195.0	49.0	1	0.00	422	202	1474	306	3057
1631.0	7.24	0.250	220	220	1409	6.40	0	209	0	0	82	49.0	1.543	925.5	195.0	57.0	1	0.00	422	202	1474	306	3057
1641.0	7.73	0.250	219	219	1409	6.43	0	209	0	0	82	42.4	1.528	928.0	195.0	64.4	1	0.00	422	203	1474	306	3057
1651.0	8.45	0.250	219	219	1409	6.43	0	209	0	0	82	36.3	1.510	930.5	195.0	71.1	1	0.00	422	203	1474	306	3057
1661.0	9.41	0.250	215	215	1409	6.55	0	209	0	0	82	30.0	1.493	933.0	195.0	76.6	1	0.00	422	207	1474	306	3057
1671.0	10.55	0.278	213	213	1409	6.62	0	209	0	0	82	24.6	1.471	935.6	195.0	81.2	1	0.00	422	209	1474	306	3057
1681.0	11.86	0.343	207	207	1409	6.81	0	209	0	0	82	19.1	1.441	938.7	195.0	84.7	1	0.00	422	215	1474	306	3057
1691.0	13.29	0.415	206	206	1409	6.84	0	206	206	3	82	13.6	1.399	942.5	9.0	0.0	0	0.00	422	216	1474	306	3057
1701.0	14.80	0.490	199	199	1409	7.08	0	206	206	3	82	7.9	1.343	947.0	19.0	0.0	0	0.00	422	223	1474	306	3057
1711.0	16.35	0.567	194	194	1409	7.26	0	206	206	3	82	4.7	1.262	952.3	29.0	0.0	0	0.00	422	228	1474	306	3057
1721.0	17.88	0.644	193	167	1412	7.32	0	195	161	8	0	36.0	1.182	958.3	39.0	0.0	0	0.00	425	232	1480	309	3295
1731.0	19.36	0.718	188	98	1444	7.68	0	79	67	29	0	104.1	1.514	965.2	49.0	0.0	0	0.00	428	240	1522	319	3370
1741.0	20.74	0.787	203	107	1322	6.51	0	26	25	20	0	119.2	1.489	972.7	59.0	0.0	0	0.00	449	246	1528	447	3436
1751.0	21.98	0.849	214	144	1196	5.59	15	11	2	7	16	99.2	1.490	980.9	69.0	0.0	0	12.44	468	254	1528	573	3573
1761.0	23.05	0.902	212	129	1179	5.56	32	20	0	10	35	82.7	1.522	989.6	79.0	0.0	0	7.29	474	262	1528	590	3618
1771.0	23.90	0.945	215	138	1163	5.41	23	57	38	2	0	103.3	1.520	998.9	89.0	0.0	0	0.00	484	269	1528	606	3690
1781.0	24.52	0.976	213	100	1143	5.37	0	64	55	16	0	124.7	1.557	1008.5	99.0	0.0	0	0.00	486	273	1528	626	3768
1791.0	24.89	0.995	220	90	1108	5.04	0	45	32	16	0	138.0	1.513	1018.4	109.0	0.0	0	0.00	502	282	1528	661	3909
1801.0	25.00	1.000	235	111	1121	4.77	0	14	14	14	0	155.6	1.490	1028.4	119.0	0.0	0	0.00	518	283	1553	673	3957
1811.0	24.84	0.992	246	155	1119	4.55	1	6	3	4	0	165.0	1.503	1038.3	129.0	0.0	0	0.00	532	286	1556	678	4005
1821.0	24.42	0.971	246	70	1153	4.69	45	2	0	4	28	159.3	1.554	1048.2	139.0	0.0	0	0.87	536	290	1592	680	4043
1831.0	23.75	0.937	240	51	1314	5.47	39	45	0	2	0	159.9	1.576	1057.7	149.0	0.0	0	0.00	540	300	1760	687	4155
1841.0	22.85	0.892	237	39	1392	5.87	42	84	0	0	26	150.5	1.587	1066.9	159.0	0.0	0	2.15	542	305	1844	693	4158
1851.0	21.75	0.837	235	44	1402	5.97	37	125	0	0	41	148.1	1.598	1075.5	169.0	0.0	0	4.11	542	307	1854	693	4158
1861.0	20.48	0.774	229	26	1402	6.12	37	155	0	0	56	143.9	1.600	1083.6	179.0	0.0	0	3.66	542	313	1854	693	4158
1871.0	19.07	0.704	224	41	1400	6.25	40	183	0	0	107	137.5	1.600	1091.0	189.0	0.0	0	2.71	542	318	1854	695	4158
1881.0	17.58	0.629	217	27	1448	6.67	28	213	0	0	125	135.8	1.600	1097.7	195.0	0.4	1	0.00	542	325	1909	702	4158
1891.0	16.04	0.552	215	78	1555	7.23	1	236	0	0	149	145.1	1.600	1103.6	195.0	1.6	1	0.00	542	327	2023	709	4158
1901.0	14.50	0.475	212	138	1571	7.41	0	236	0	0	155	146.7	1.600	1108.7	195.0	3.1	1	0.00	542	330	2059	729	4158
1911.0	13.00	0.400	208	192	1571	7.55	0	236	0	0	155	155.0	1.600	1113.1	195.0	5.3	1	0.00	542	334	2059	729	4158
1921.0	11.59	0.329	203	194	1571	7.74	0	236	0	0	155	140.9	1.599	1116.7	195.0	8.1	1	0.00	542	339	2059	729	4158
1931.0	10.31	0.265	202	197	1571	7.78	0	236	0	0	155	133.2	1.600	1119.7	195.0	11.9	1	0.00	542	340	2059	729	4158
1941.0	9.20	0.250	201	196	1571	7.82	0	236	0	0	155	124.2	1.599	1122.2	195.0	16.6	1	0.00	542	341	2059	729	4158
1951.0	8.29	0.250	195	189	1571	8.06	0	236	0	0	155	111.6	1.599	1124.7	195.0	22.4	1	0.00	542	347	2059	729	4158
1961.0	7.61	0.250	194	188	1571	8.10	0	236	0	0	155	102.4	1.598	1127.2	195.0	29.2	1	0.00	542	348	2059	729	4158
1971.0	7.18	0.250	193	189	1571	8.14	0	236	0	0	155	95.0	1.599	1129.7	195.0	36.8	1	0.00	542	349	2059	729	4158
1981.0	7.00	0.250	190	187	1571	8.27	0	236	0	0	155	85.7	1.598	1132.2	195.0	44.9	1	0.00	542	352	2059	729	4158
1991.0	7.10	0.250	188	184	1570	8.35	0	236	0	0	155	79.6	1.598	1134.7	195.0	53.0	1	0.00	542	354	2059	730	4158
2001.0	7.45	0.250	185	183	1570	8.49	0	236	0	0	155	70.4	1.598	1137.2	195.0	60.8	1	0.00	542	357	2059	730	4158
2011.0	8.06	0.250	183	181	1570	8.58	0	236	0	0	155	60.9	1.598	1139.7	195.0	67.9	1	0.00	542	359	2059	730	4158
2021.0	8.91	0.250	181	179	1570	8.67	0	236	0	0	155	52.6	1.595	1142.2	195.0	74.0	1	0.00	542	361	2059	730	4158
2031.0	9.96	0.250	179	178	1570	8.77	0	236	0	0	155	46.3	1.593	1144.7	195.0	79.1	1	0.00	542	363	2059	730	4158
2041.0	11.19	0.310	176	175	1570	8.92	0	236	0	0	155	38.0	1.587	1147.5	195.0	83.1	1	0.00	542	366	2059	730	4158
2051.0	12.57	0.378	172	172	1570	9.13	0	236	16	0	155	29.2	1.576	1150.9	4.0	0.0	0	0.00	542	370	2059	730	4158
2061.0	14.04	0.452	166	166	1570	9.46	0	236	236	0	155	19.4	1.554	1155.1	14.0	0.0	0	0.00	542	376	2059	730	4158
2071.0	15.58	0.529	164	164	1570	9.57	0	236	236	0	155	11.8	1.510	1160.0	24.0	0.0	0	0.00	542	378	2059	730	4158
2081.0	17.12	0.606	163	160	1570	9.63	0	236	236	0	156	6.5	1.442	1165.6	34.0	0.0	0	0.00	542	379	2059	730	4163
2091.0	18.64	0.682	160	31	1452	9.07	0	146	132	23	0	99.1	1.597	1172.1	44.0	0.0	0	0.00	542	382	2079	868	4407
2101.0	20.07	0.754	167	39	1431	8.57	0	55	50	22	0	105.1	1.523	1179.3	54.0	0.0	0	0.00	555	388	2089	899	4449
2111.0	21.39	0.819	183	68	1356	7.41	1	24	11	9	0	121.7	1.518	1187.1	64.0	0.0	0	0.00	574	391	2089	974	4620
2121.0	22.54	0.877	184	31	1327	7.21	43	5	4	19	47	118.1	1.553	1195.6	74.0	0.0	0	0.66	583	399	2089	1003	4780
2131.0	23.51	0.925	191	28	1309	6.85	39	46	6	3	0	119.6	1.493	1204.7	84.0	0.0	0	0.00	600	409	2089	1021	4887
2141.0	24.25	0.962	185	22	1279	6.91	34	42	3	42	0	119.1	1.541	1214.1	94.0	0.0	0	0.00	603	418	2089	1051	5074
2151.0	24.74	0.987	217	34	1305	6.01	12	42	6	34	0	135.9	1.403	1223.9	104.0	0.0	0	0.00	644	427	2155	1091	5228
2161.0	24.98	0.999	249	68	1398	5.61	13	19	0	34	2	160.6	1.369	1233.8	114.0	0.0	0	9.38	679	430	2287	1130	5357
2171.0	24.95	0.998	280	42	1599	5.71	31	32	0	18	43	169.6	1.380	1243.8	124.0	0.0	0	8.57	714	434	2512	1154	5430
2181.0	24.66	0.983	286	56	1695	5.93	15	51	6	23	0	179.3	1.450	1253.7	134.0	0.0	0	0.00	732	446	2623	1169	5647
2191.0	24.11	0.956	301	58	1787	5.94	0	43	26	28	0	198.7	1.488	1263.4	144.0	0.0	0	0.00	750	449	2724	1178	5728
2201.0	23.32	0.916	316	29	2038	6.45	44	38	0	7	85	193.2	1.489	1272.8	154.0	0.0	0	1.25	776	460	2987	1190	5866
2211.0	22.32	0.866	317	35	2065	6.51	38	82	0	0	118	198.5	1.565	1281.7	164.0	0.0	0	3.79	783	466	3019	1195	5866
2221.0	21.13	0.806	311	29	2061	6.63	35	116	0	0	136	205.1	1.600	1290.1	174.0	0.0	0	4.70	783	472	3019	1199	5866
2231.0	19.78	0.739	307	22	2059	6.71	39	141	0	0	145	190.7	1.600	1297.8	184.1	0.0	0	3.28	783	476	3019	1201	5866
2241.0	18.33	0.666	303	35	2059	6.80	40	173	0	0	211	198.0	1.600	1304.8	194.1	0.0	0	2.34	783	480	3019	1201	5866
2251.0	16.80	0.590	295	28	2205	7.47	15	198	0	0	235	196.2	1.600	1311.1	195.0	0.9	1	0.00	783	488	3165	1201	5866
2261.1	15.26	0.513	291	55	2213	7.60	0	210	0	0	247	192.6	1.600	1316.6	195.0	2.3	1	0.00	783	492	3173	1201	5866
2271.1	13.73	0.437	291	88	2214	7.61	0	210	0	0	262	194.3	1.600	1321.4	195.0	4.1	1	0.00	783	492	3174	1201	5866
2281.1	12.27	0.364	289	106	2213	7.66	0	210	0	0	271	194.7	1.600	1325.4	195.0	6.6	1	0.00	783	494	3174	1202	5866
2291.1	10.92	0.296	285	129	2213	7.76	0	210	0	0	277	192.7	1.600	1328.7	195.0	9.9	1	0.00	783	498	3174	1202	5866
2301.1	9.73	0.250	283	130	2212	7.82	0	210	0	0	280	190.7	1.600	1331.4	195.0	14.1	1	0.00	783	500	3174	1203	5866
2311.1	8.71	0.250	280	135	2212	7.90	0	210	0	0	286	183.1	1.600	1333.9	195.0	19.4	1	0.00	783	503	3174	1203	5866
2321.1	7.92	0.250	280	148	2212	7.90	0	210	0	0	289	175.5	1.600	1336.4	195.0	25.7	1	0.00	783	503	3174	1203	5866
2331.1	7.36	0.250	278	155	2212	7.96	0	210	0	0	289	166.7	1.600	1338.9	195.0	33.0	1	0.00	783	505	3174	1203	5866
2341.1	7.06	0.250	277	166	2212	7.99	0	210	0	0	289	156.7	1.600	1341.4	195.0	40.9	1	0.00	783	506	3174	1203	5866
2351.1	7.02	0.250	275	201	2212	8.04	0	210	0	0	289	142.6	1.600	1343.9	195.0	49.0	1	0.00	783	508	3174	1203	5866
2361.1	7.24	0.250	274	226	2212	8.07	0	210	0	0	292	127.7	1.599	1346.4	195.0	57.0	1	0.00	783	509	3174	1203	5866
2371.1	7.73	0.250	274	248	2212	8.07	0	210	0	0	295	116.6	1.596	1348.9	195.0	64.5	1	0.00	783	509	3174	1203	5866
2381.1	8.46	0.250	271	254	2212	8.16	0	210	0	0	295	109.9	1.594	1351.4	195.0	71.1	1	0.00	783	512	3174	1203	5866
2391.1	9.41	0.250	270	255	2212	8.19	0	210	0	0	295	102.3	1.596	1353.9	195.0	76.7	1	0.00	783	513	3174	1203	5866
2401.1	10.56	0.278	268	259	2212	8.25	0	210	0	0	295	90.1	1.597	1356.4	195.0	81.2	1	0.00	783	515	3174	1203	5866
2411.1	11.87	0.344	267	260	2212	8.28	0	210	0	0	295	75.6	1.594	1359.5	195.0	84.8	1	0.00	783	516	3174	1203	5866
2421.1	13.30	0.415	263	260	2212	8.41	17	199	185	11	277	57.7	1.589	1363.3	9.1	0.0	0	0.00	783	520	3174	1203	5887
2431.1	14.81	0.491	260	255	2210	8.50	17	190	187	20	244	38.3	1.579	1367.8	19.1	0.0	0	0.00	783	523	3174	1205	5920
2441.1	16.36	0.568	263	255	2194	8.34	0	203	187	18	236	22.6	1.530	1373.1	29.1	0.0	0	0.00	789	526	3174	1221	5928
2451.1	17.90	0.645	275	235	2109	7.67	0	195	142	11	152	39.9	1.423	1379.2	39.1	0.0	0	0.00	804	529	3174	1306	6191
2461.1	19.37	0.719	277	176	1995	7.20	0	74	56	59	2	130.0	1.514	1386.0	49.1	0.0	0	0.00	807	530	3174	1420	6379
2471.1	20.75	0.788	322	178	1850	5.75	0	26	17	26	0	185.0	1.439	1393.6	59.1	0.0	0	0.00	855	533	3178	1569	6481
2481.1	21.99	0.850	340	97	1809	5.32	44	5	2	18	76	197.9	1.505	1401.8	69.1	0.0	0	1.22	878	538	3285	1717	6633
2491.1	23.05	0.903	350	86	1992	5.69	39	46	2	8	76	211.6	1.549	1410.5	79.1	0.0	0	2.12	891	541	3565	1814	6766
2501.1	23.91	0.945	358	61	2032	5.68	37	43	0	43	0	227.8	1.571	1419.8	89.1	0.0	0	0.00	899	541	3637	1846	6982
2511.1	24.53	0.976	394	82	2072	5.26	32	48	0	35	26	257.4	1.477	1429.4	99.1	0.0	0	7.64	940	546	3693	1862	7165
2521.1	24.89	0.995	419	89	2248	5.37	26	38	0	49	0	259.1	1.449	1439.3	109.1	0.0	0	0.00	974	555	3890	1883	7376
2531.1	25.00	1.000	459	170	2391	5.21	1	38	0	26	0	298.5	1.426	1449.3	119.1	0.0	0	0.00	1023	564	4053	1903	7505
2541.1	24.84	0.992	477	88	2743	5.75	42	6	0	40	31	300.7	1.467	1459.2	129.1	0.0	0	2.35	1047	570	4411	1909	7666
2551.1	24.41	0.971	503	103	2967	5.90	38	48	21	3	0	319.6	1.472	1469.0	139.1	0.0	0	0.00	1086	583	4642	1916	7812
2561.1	23.74	0.937	497	67	3032	6.10	1	48	19	39	0	328.0	1.551	1478.6	149.1	0.0	0	0.00	1088	591	4709	1918	7921
2571.1	22.84	0.892	531	58	3033	5.71	45	49	0	1	68	338.9	1.529	1487.8	159.1	0.0	0	0.74	1126	595	4712	1920	7965
2581.1	21.74	0.837	515	47	3032	5.89	40	93	0	0	134	324.5	1.585	1496.4	169.1	0.0	0	2.74	1127	612	4712	1921	7965
2591.1	20.47	0.773	505	37	3031	6.00	34	128	0	0	155	322.4	1.600	1504.5	179.1	0.0	0	4.98	1127	622	4712	1922	7965
2601.1	19.06	0.703	498	47	3034	6.09	39	152	0	0	212	326.5	1.600	1511.9	189.1	0.0	0	3.90	1127	629	4715	1922	7965
2611.1	17.57	0.628	487	66	3100	6.37	29	183	0	0	224	321.7	1.600	1518.5	195.0	0.4	1	0.00	1127	640	4781	1922	7965
2621.1	16.02	0.551	484	64	3116	6.44	1	205	0	0	275	324.2	1.600	1524.4	195.0	1.6	1	0.00	1127	643	4801	1926	7965
2631.1	14.48	0.474	478	84	3127	6.54	0	205	0	0	299	318.9	1.600	1529.5	195.0	3.1	1	0.00	1127	649	4817	1931	7965
2641.1	12.98	0.399	469	91	3119	6.65	0	205	0	0	317	305.2	1.600	1533.9	195.0	5.3	1	0.00	1127	658	4818	1940	7965
2651.1	11.58	0.329	461	97	3114	6.75	0	205	0	0	329	309.9	1.600	1537.5	195.0	8.1	1	0.00	1127	666	4823	1950	7965
2661.1	10.30	0.265	451	93	3096	6.86	0	205	0	0	332	300.4	1.600	1540.5	195.0	11.9	1	0.00	1127	676	4823	1968	7965
2671.1	9.19	0.250	446	116	3090	6.93	0	205	0	0	335	285.6	1.600	1543.0	195.0	16.6	1	0.00	1127	681	4823	1974	7965
2681.1	8.28	0.250	444	140	3090	6.96	0	205	0	0	335	273.8	1.600	1545.5	195.0	22.5	1	0.00	1127	683	4823	1974	7965
2691.1	7.60	0.250	440	152	3090	7.02	0	205	0	0	341	258.3	1.600	1548.0	195.0	29.3	1	0.00	1127	687	4823	1974	7965
2701.1	7.17	0.250	438	167	3090	7.05	0	205	0	0	347	240.9	1.600	1550.5	195.0	36.9	1	0.00	1127	689	4823	1974	7965
2711.1	7.00	0.250	432	204	3090	7.15	0	205	0	0	365	220.1	1.600	1553.0	195.0	45.0	1	0.00	1127	695	4823	1974	7965
2721.1	7.10	0.250	427	225	3090	7.24	0	205	0	0	383	208.8	1.600	1555.5	195.0	53.1	1	0.00	1127	700	4823	1974	7965
2731.1	7.46	0.250	424	250	3090	7.29	0	205	0	0	389	205.6	1.600	1558.0	195.0	60.9	1	0.00	1127	703	4823	1974	7965
2741.1	8.07	0.250	421	299	3090	7.34	0	205	0	0	395	199.4	1.600	1560.5	195.0	68.0	1	0.00	1127	706	4823	1974	7965
2751.1	8.92	0.250	421	338	3087	7.33	0	205	0	0	407	196.5	1.600	1563.0	195.0	74.1	1	0.00	1127	706	4823	1977	7965
2761.1	9.97	0.250	420	390	3083	7.34	0	205	0	0	413	191.3	1.598	1565.5	195.0	79.1	1	0.00	1127	707	4823	1981	7965
2771.1	11.21	0.310	419	402	3081	7.35	0	205	0	0	419	180.7	1.595	1568.3	195.0	83.1	1	0.00	1127	708	4823	1983	7965
2781.1	12.58	0.379	415	404	3081	7.42	13	201	5	4	408	159.6	1.589	1571.8	4.1	0.0	0	2.17	1127	712	4823	1983	7979
2791.1	14.06	0.453	406	401	3080	7.59	23	191	97	14	308	135.7	1.583	1575.9	14.1	0.0	0	0.00	1127	721	4823	1984	8082
2801.1	15.59	0.530	401	392	3056	7.62	20	181	178	27	299	112.5	1.580	1580.8	24.1	0.0	0	0.00	1127	726	4823	2008	8097
2811.1	17.14	0.607	410	384	3030	7.39	0	190	165	25	195	91.4	1.527	1586.5	34.1	0.0	0	0.00	1140	730	4823	2034	8207
2821.1	18.65	0.683	416	126	2587	6.22	0	121	115	42	153	251.4	1.567	1593.0	44.1	0.0	0	0.00	1154	738	4823	2477	8450
2831.1	20.09	0.754	437	83	2593	5.93	0	71	71	24	150	271.2	1.532	1600.1	54.1	0.0	0	0.00	1187	750	4921	2569	8474
2841.1	21.40	0.820	451	195	2596	5.76	28	17	6	37	111	296.4	1.557	1608.0	64.1	0.0	0	8.99	1208	757	4953	2598	8850
2851.1	22.55	0.878	468	93	2838	6.06	31	31	1	16	163	293.8	1.526	1616.5	74.1	0.0	0	7.60	1240	772	5231	2634	8894
2861.1	23.51	0.926	474	42	2870	6.05	33	48	1	17	102	304.7	1.549	1625.5	84.1	0.0	0	5.06	1256	782	5279	2650	9168
2871.1	24.25	0.963	474	42	2907	6.13	35	47	1	48	36	324.6	1.571	1635.0	94.1	0.0	0	4.17	1264	790	5317	2651	9432
2881.1	24.74	0.987	507	25	2990	5.90	39	42	0	49	56	340.2	1.511	1644.8	104.1	0.0	0	3.89	1306	799	5415	2666	9715
2891.1	24.98	0.999	536	59	3181	5.93	36	46	0	44	4	355.4	1.483	1654.7	114.1	0.0	0	5.35	1350	814	5627	2687	9964
2901.1	24.95	0.997	567	66	3322	5.86	23	46	0	42	11	384.2	1.486	1664.7	124.1	0.0	0	12.23	1391	824	5788	2707	10151
2911.1	24.66	0.983	592	59	3555	6.01	27	33	0	45	15	388.6	1.494	1674.6	134.1	0.0	0	9.51	1429	837	6033	2719	10374
2921.1	24.10	0.955	619	62	3620	5.85	35	42	1	23	8	414.0	1.498	1684.3	144.1	0.0	0	2.69	1470	851	6100	2721	10617
2931.1	23.31	0.916	616	55	3632	5.90	42	50	0	40	69	415.9	1.561	1693.7	154.1	0.0	0	2.49	1479	863	6116	2725	10746
2941.1	22.31	0.865	644	106	3628	5.63	40	91	0	0	126	426.9	1.550	1702.6	164.1	0.0	0	2.72	1519	875	6119	2732	10746
2951.1	21.12	0.806	628	83	3623	5.77	37	126	0	0	198	406.6	1.598	1711.0	174.1	0.0	0	3.87	1519	891	6119	2737	10746
2961.1	19.77	0.739	610	56	3623	5.94	38	156	0	0	300	391.4	1.600	1718.7	184.1	0.0	0	3.70	1519	909	6120	2738	10746
2971.1	18.32	0.666	604	74	3622	6.00	39	187	0	0	393	407.9	1.600	1725.7	194.1	0.0	0	2.65	1519	915	6125	2744	10746
2981.1	16.79	0.590	598	96	3626	6.06	10	210	0	0	429	412.2	1.600	1732.0	195.0	0.9	1	0.00	1519	921	6134	2749	10746
2991.1	15.24	0.512	587	156	3612	6.15	0	211	0	0	444	403.0	1.600	1737.5	195.0	2.3	1	0.00	1519	932	6143	2772	10746
3001.1	13.72	0.436	578	206	3594	6.22	0	211	0	0	462	389.4	1.600	1742.2	195.0	4.1	1	0.00	1519	941	6145	2792	10746
3011.1	12.26	0.363	572	267	3568	6.24	0	211	0	0	465	376.9	1.600	1746.2	195.0	6.6	1	0.00	1519	947	6149	2822	10746
3021.1	10.91	0.296	566	324	3551	6.27	0	211	0	0	474	367.0	1.600	1749.5	195.0	9.9	1	0.00	1519	953	6152	2842	10746
3031.1	9.72	0.250	564	399	3542	6.28	0	211	0	0	489	373.6	1.600	1752.2	195.0	14.2	1	0.00	1519	955	6152	2851	10746
3041.1	8.71	0.250	559	415	3540	6.33	0	211	0	0	492	361.2	1.600	1754.7	195.0	19.4	1	0.00	1519	960	6152	2853	10746
3051.1	7.91	0.250	553	469	3540	6.40	0	211	0	0	501	345.7	1.600	1757.2	195.0	25.8	1	0.00	1519	966	6152	2853	10746
3061.1	7.35	0.250	545	500	3540	6.50	0	211	0	0	510	331.9	1.600	1759.7	195.0	33.0	1	0.00	1519	974	6152	2853	10746
3071.1	7.05	0.250	538	502	3540	6.58	0	211	0	0	516	310.2	1.598	1762.2	195.0	40.9	1	0.00	1519	981	6152	2853	10746
3081.1	7.02	0.250	531	510	3540	6.67	0	211	0	0	519	292.1	1.596	1764.7	195.0	49.1	1	0.00	1519	988	6152	2853	10746
3091.1	7.25	0.250	529	517	3540	6.69	0	211	0	0	525	272.7	1.595	1767.2	195.0	57.1	1	0.00	1519	990	6152	2853	10746
3101.2	7.74	0.250	521	510	3540	6.79	0	211	0	0	525	251.2	1.593	1769.7	195.0	64.6	1	0.00	1519	998	6152	2853	10746
3111.2	8.47	0.250	517	509	3540	6.85	0	211	0	0	528	229.3	1.592	1772.2	195.0	71.2	1	0.00	1519	1002	6152	2853	10746
