# formica run 1  ended: manual save  at day 12704.8
# events:
# 80.1	DORMANCY at 13.9C
# 222.0	REACTIVATION at 12.0C
# 417.0	DORMANCY at 18.2C
# 587.0	REACTIVATION at 12.0C
# 782.0	DORMANCY at 18.2C
# 952.0	REACTIVATION at 12.0C
# 1147.0	DORMANCY at 18.2C
# 1317.0	REACTIVATION at 12.0C
# 1512.0	DORMANCY at 18.2C
# 1682.0	REACTIVATION at 12.0C
# 1877.0	DORMANCY at 18.2C
# 2047.0	REACTIVATION at 12.0C
# 2242.0	DORMANCY at 18.2C
# 2412.0	REACTIVATION at 12.0C
# 2607.0	DORMANCY at 18.2C
# 2777.0	REACTIVATION at 12.0C
# 2972.0	DORMANCY at 18.2C
# 3142.0	REACTIVATION at 12.0C
# 3337.0	DORMANCY at 18.2C
# 3507.0	REACTIVATION at 12.0C
# 3702.0	DORMANCY at 18.2C
# 3872.0	REACTIVATION at 12.0C
# 4067.0	DORMANCY at 18.2C
# 4237.0	REACTIVATION at 12.0C
# 4432.0	DORMANCY at 18.2C
# 4602.0	REACTIVATION at 12.0C
# 4797.0	DORMANCY at 18.2C
# 4967.0	REACTIVATION at 12.0C
# 5162.0	DORMANCY at 18.2C
# 5332.0	REACTIVATION at 12.0C
# 5527.0	DORMANCY at 18.2C
# 5697.0	REACTIVATION at 12.0C
# 5878.6	QUEEN DIED (senescence)
day	amb	therm	pop	out	cells	cPerAnt	eggs	larvae	stalled	pupae	larderU	cropSum	fatMean	qAge	qGlass	qChill	qDormant	qRate	emerged	died	digs	fills	meals
3121.2	9.42	0.250	509	505	3540	6.95	0	211	0	0	540	205.0	1.591	1774.7	195.0	76.7	1	0.00	1519	1010	6152	2853	10746
3131.2	10.57	0.279	501	500	3540	7.07	0	211	0	0	543	179.8	1.589	1777.3	195.0	81.3	1	0.00	1519	1018	6152	2853	10746
3141.2	11.88	0.344	498	496	3540	7.11	0	211	0	0	543	152.7	1.586	1780.4	195.0	84.8	1	0.00	1519	1021	6152	2853	10746
3151.2	13.32	0.416	493	492	3540	7.18	3	207	172	4	508	121.4	1.579	1784.2	9.2	0.0	0	0.00	1519	1026	6152	2853	10781
3161.2	14.83	0.491	485	485	3540	7.30	3	184	135	27	390	90.7	1.560	1788.7	19.2	0.0	0	0.00	1519	1034	6152	2853	10899
3171.2	16.37	0.569	481	478	3540	7.36	0	159	150	52	337	64.1	1.514	1794.0	29.2	0.0	0	0.00	1522	1041	6152	2853	10952
3181.2	17.91	0.645	503	189	3414	6.79	0	141	99	38	303	225.2	1.485	1800.1	39.2	0.0	0	0.00	1554	1051	6152	2979	11166
3191.2	19.39	0.719	520	94	3031	5.83	0	61	60	31	271	306.1	1.549	1806.9	49.2	0.0	0	0.00	1583	1063	6156	3366	11228
3201.2	20.77	0.788	531	54	2948	5.55	0	33	33	11	271	318.9	1.563	1814.4	59.2	0.0	0	0.00	1606	1075	6252	3545	11234
3211.2	22.00	0.850	530	101	2981	5.62	20	18	0	2	126	332.5	1.581	1822.6	69.2	0.0	0	13.28	1617	1087	6334	3594	11461
3221.2	23.06	0.903	521	67	3080	5.91	29	30	0	18	239	335.4	1.594	1831.4	79.2	0.0	0	8.91	1619	1098	6456	3617	11483
3231.2	23.91	0.946	521	72	3054	5.86	35	55	1	9	189	334.3	1.564	1840.7	89.2	0.0	0	5.70	1637	1116	6479	3666	11699
3241.2	24.53	0.977	502	57	3217	6.41	35	47	0	55	119	334.6	1.581	1850.3	99.2	0.0	0	5.81	1639	1137	6657	3681	11989
3251.2	24.90	0.995	539	64	3358	6.23	36	47	0	45	64	356.2	1.504	1860.2	109.2	0.0	0	5.31	1689	1150	6816	3699	12239
3261.2	25.00	1.000	559	71	3529	6.31	38	45	0	47	23	360.2	1.484	1870.1	119.2	0.0	0	4.26	1728	1169	7006	3718	12484
3271.2	24.83	0.992	582	99	3594	6.18	27	45	14	46	0	391.3	1.488	1880.1	129.2	0.0	0	0.00	1769	1187	7098	3745	12706
3281.2	24.41	0.970	610	67	3596	5.90	35	36	9	40	0	407.0	1.494	1889.9	139.2	0.0	0	0.00	1811	1201	7126	3771	12934
3291.2	23.73	0.937	616	113	3585	5.82	13	40	3	41	1	396.1	1.521	1899.5	149.2	0.0	0	0.00	1841	1225	7139	3795	13041
3301.2	22.83	0.892	631	91	3558	5.64	40	52	2	3	92	404.6	1.528	1908.6	159.2	0.0	0	2.85	1879	1248	7143	3826	13050
3311.2	21.73	0.836	624	325	3541	5.67	41	91	2	0	215	317.0	1.583	1917.3	169.2	0.0	0	2.35	1882	1258	7143	3843	13050
3321.2	20.45	0.773	607	290	3529	5.81	38	130	2	0	407	319.9	1.600	1925.3	179.2	0.0	0	3.80	1882	1275	7145	3857	13050
3331.2	19.05	0.702	595	328	3532	5.94	38	159	2	0	518	301.5	1.600	1932.7	189.2	0.0	0	3.95	1882	1287	7160	3869	13050
3341.2	17.55	0.628	582	292	3565	6.13	30	185	2	0	581	298.3	1.600	1939.4	195.0	0.4	1	0.00	1882	1300	7198	3874	13050
3351.2	16.01	0.551	565	295	3538	6.26	0	207	2	0	599	299.9	1.600	1945.3	195.0	1.6	1	0.00	1882	1317	7207	3910	13050
3361.2	14.47	0.473	552	398	3496	6.33	0	207	2	0	626	273.9	1.600	1950.4	195.0	3.2	1	0.00	1882	1330	7209	3954	13050
3371.2	12.97	0.399	546	435	3477	6.37	0	207	2	0	638	249.7	1.600	1954.7	195.0	5.3	1	0.00	1882	1336	7209	3973	13050
3381.2	11.56	0.328	537	481	3463	6.45	0	207	2	0	638	224.1	1.600	1958.4	195.0	8.2	1	0.00	1882	1345	7209	3987	13050
3391.2	10.29	0.264	533	489	3463	6.50	0	207	2	0	644	205.1	1.600	1961.3	195.0	11.9	1	0.00	1882	1349	7209	3987	13050
3401.2	9.18	0.250	528	489	3461	6.55	0	207	2	0	644	189.2	1.600	1963.8	195.0	16.7	1	0.00	1882	1354	7209	3989	13050
3411.2	8.28	0.250	522	496	3461	6.63	0	207	2	0	644	168.2	1.599	1966.3	195.0	22.5	1	0.00	1882	1360	7209	3989	13050
3421.2	7.60	0.250	517	500	3461	6.69	0	207	2	0	647	142.2	1.599	1968.8	195.0	29.3	1	0.00	1882	1365	7209	3989	13050
3431.2	7.17	0.250	512	487	3461	6.76	0	207	2	0	647	116.6	1.596	1971.4	195.0	37.0	1	0.00	1882	1370	7209	3989	13050
3441.2	7.00	0.250	507	487	3461	6.83	0	207	2	0	647	95.4	1.593	1973.9	195.0	45.0	1	0.00	1882	1375	7209	3989	13050
3451.2	7.10	0.250	503	490	3461	6.88	0	207	2	0	647	75.8	1.587	1976.4	195.0	53.2	1	0.00	1882	1379	7209	3989	13050
3461.2	7.46	0.250	501	492	3461	6.91	0	207	2	0	647	57.3	1.577	1978.9	195.0	61.0	1	0.00	1882	1381	7209	3989	13050
3471.2	8.08	0.250	498	492	3461	6.95	0	207	2	0	650	42.7	1.561	1981.4	195.0	68.0	1	0.00	1882	1384	7209	3989	13050
3481.2	8.92	0.250	492	485	3461	7.03	0	207	2	0	650	31.5	1.538	1983.9	195.0	74.1	1	0.00	1882	1390	7209	3989	13050
3491.2	9.98	0.250	484	484	3461	7.15	0	207	2	0	650	24.0	1.509	1986.4	195.0	79.1	1	0.00	1882	1398	7209	3989	13050
3501.2	11.22	0.311	480	476	3461	7.21	0	207	2	0	650	18.1	1.471	1989.1	195.0	83.2	1	0.00	1882	1402	7209	3989	13050
3511.2	12.59	0.380	473	472	3461	7.32	1	206	12	1	647	13.5	1.418	1992.6	4.2	0.0	0	0.02	1882	1409	7209	3989	13053
3521.2	14.07	0.454	469	467	3460	7.38	1	203	134	4	559	11.0	1.349	1996.8	14.2	0.0	0	0.00	1882	1413	7209	3990	13141
3531.2	15.61	0.530	451	449	3459	7.67	0	167	158	39	504	9.2	1.261	2001.7	24.2	0.0	0	0.00	1882	1431	7209	3991	13196
3541.2	17.15	0.608	444	425	3458	7.79	0	159	150	45	472	10.4	1.157	2007.4	34.2	0.0	0	0.00	1884	1440	7209	3992	13231
3551.2	18.66	0.683	469	315	3349	7.14	0	93	80	26	436	102.8	1.109	2013.8	44.2	0.0	0	0.00	1925	1456	7212	4104	13387
3561.2	20.10	0.755	465	301	3247	6.98	0	35	26	25	436	121.7	1.178	2021.0	54.2	0.0	0	0.00	1938	1473	7217	4211	13474
3571.2	21.41	0.820	478	319	3138	6.56	9	14	9	11	437	139.7	1.251	2028.9	64.2	0.0	0	3.46	1962	1484	7220	4323	13566
3581.2	22.56	0.878	476	306	3108	6.53	36	17	2	10	441	160.1	1.359	2037.4	74.2	0.0	0	3.72	1971	1495	7259	4392	13641
3591.2	23.52	0.926	471	314	3044	6.46	35	47	3	10	366	174.5	1.472	2046.4	84.2	0.0	0	2.49	1980	1509	7259	4456	13741
3601.2	24.26	0.963	466	280	2974	6.38	37	44	3	42	243	199.5	1.537	2055.9	94.2	0.0	0	1.51	1989	1523	7261	4528	13900
3611.2	24.75	0.987	497	213	3141	6.32	28	42	4	41	122	272.4	1.494	2065.6	104.2	0.0	0	2.71	2029	1532	7541	4641	14157
3621.2	24.98	0.999	525	122	3142	5.98	38	32	0	43	36	332.3	1.473	2075.6	114.2	0.0	0	4.40	2068	1543	7736	4835	14349
3631.2	24.95	0.997	550	103	3135	5.70	8	50	29	24	4	352.3	1.469	2085.6	124.2	0.0	0	0.00	2110	1560	7782	4888	14467
3641.2	24.65	0.983	564	296	3251	5.76	0	38	14	20	0	358.0	1.505	2095.5	134.2	0.0	0	0.00	2134	1570	7931	4921	14611
3651.2	24.10	0.955	570	165	3407	5.98	44	1	1	39	122	342.9	1.539	2105.2	144.2	0.0	0	1.26	2151	1581	8141	4975	14765
3661.2	23.31	0.915	586	63	3427	5.85	42	45	0	6	159	368.6	1.530	2114.6	154.2	0.0	0	2.09	2184	1598	8175	4989	14775
3671.2	22.30	0.865	579	100	3433	5.93	39	84	0	0	192	359.1	1.580	2123.5	164.2	0.0	0	3.17	2190	1611	8186	4994	14775
3681.2	21.10	0.805	561	72	3429	6.11	36	119	0	0	213	352.8	1.600	2131.8	174.2	0.0	0	4.67	2190	1629	8188	5000	14775
3691.2	19.76	0.738	548	71	3451	6.30	38	148	0	0	228	349.2	1.600	2139.6	184.2	0.0	0	3.65	2190	1642	8214	5004	14775
3701.2	18.30	0.665	530	80	3503	6.61	40	179	0	0	258	345.5	1.600	2146.6	194.2	0.0	0	2.62	2190	1660	8267	5005	14775
3711.2	16.78	0.589	522	92	3506	6.72	11	207	0	0	303	347.8	1.600	2152.8	195.0	1.0	1	0.00	2190	1668	8286	5021	14775
3721.2	15.23	0.512	507	149	3493	6.89	0	218	0	0	330	334.3	1.600	2158.3	195.0	2.3	1	0.00	2190	1683	8293	5041	14775
3731.2	13.71	0.435	495	277	3484	7.04	0	218	0	0	357	323.6	1.600	2163.1	195.0	4.2	1	0.00	2190	1695	8294	5051	14775
3741.2	12.25	0.362	489	391	3480	7.12	0	218	0	0	384	326.6	1.600	2167.1	195.0	6.7	1	0.00	2190	1701	8294	5055	14775
3751.2	10.90	0.295	486	433	3477	7.15	0	218	0	0	405	314.3	1.600	2170.3	195.0	10.0	1	0.00	2190	1704	8294	5058	14775
3761.2	9.71	0.250	484	436	3473	7.18	0	218	0	0	408	301.9	1.600	2173.0	195.0	14.2	1	0.00	2190	1706	8294	5062	14775
3771.2	8.70	0.250	481	456	3473	7.22	0	218	0	0	408	289.4	1.599	2175.5	195.0	19.5	1	0.00	2190	1709	8294	5062	14775
3781.2	7.90	0.250	475	454	3473	7.31	0	218	0	0	411	268.9	1.599	2178.0	195.0	25.8	1	0.00	2190	1715	8294	5062	14775
3791.2	7.35	0.250	468	445	3473	7.42	0	218	0	0	414	244.5	1.598	2180.5	195.0	33.1	1	0.00	2190	1722	8294	5062	14775
3801.2	7.05	0.250	464	445	3473	7.48	0	218	0	0	414	225.1	1.597	2183.0	195.0	41.0	1	0.00	2190	1726	8294	5062	14775
3811.2	7.02	0.250	456	437	3473	7.62	0	218	0	0	414	204.3	1.596	2185.5	195.0	49.2	1	0.00	2190	1734	8294	5062	14775
3821.2	7.25	0.250	447	430	3473	7.77	0	218	0	0	414	183.6	1.596	2188.0	195.0	57.2	1	0.00	2190	1743	8294	5062	14775
3831.2	7.74	0.250	440	428	3473	7.89	0	218	0	0	414	162.3	1.597	2190.5	195.0	64.6	1	0.00	2190	1750	8294	5062	14775
3841.2	8.48	0.250	436	429	3473	7.97	0	218	0	0	414	144.7	1.595	2193.0	195.0	71.2	1	0.00	2190	1754	8294	5062	14775
3851.2	9.43	0.250	430	425	3473	8.08	0	218	0	0	414	126.2	1.591	2195.5	195.0	76.8	1	0.00	2190	1760	8294	5062	14775
3861.2	10.58	0.279	423	418	3473	8.21	0	218	0	0	414	107.3	1.585	2198.1	195.0	81.3	1	0.00	2190	1767	8294	5062	14775
3871.2	11.90	0.345	414	409	3473	8.39	0	218	0	0	417	87.3	1.574	2201.2	195.0	84.8	1	0.00	2190	1776	8294	5062	14775
3881.2	13.33	0.416	408	406	3473	8.51	1	217	185	1	380	65.7	1.554	2205.0	9.2	0.0	0	0.00	2190	1782	8294	5062	14812
3891.2	14.84	0.492	401	401	3473	8.66	1	211	182	7	275	44.3	1.523	2209.5	19.2	0.0	0	0.00	2190	1789	8294	5062	14920
3901.2	16.39	0.569	395	395	3473	8.79	0	192	189	27	265	25.2	1.476	2214.9	29.2	0.0	0	0.00	2190	1795	8294	5062	14930
3911.2	17.92	0.646	411	333	3467	8.44	0	181	138	16	270	40.5	1.347	2220.9	39.2	0.0	0	0.00	2211	1800	8294	5068	15135
3921.2	19.40	0.720	406	285	3436	8.46	0	79	65	40	285	63.2	1.301	2227.8	49.3	0.0	0	0.00	2220	1814	8294	5099	15231
3931.2	20.78	0.789	436	290	3356	7.70	0	27	25	19	263	75.9	1.208	2235.3	59.3	0.0	0	0.00	2254	1818	8296	5181	15273
3941.3	22.01	0.851	446	306	3215	7.21	26	18	6	4	140	90.3	1.169	2243.5	69.3	0.0	0	3.59	2273	1827	8301	5327	15472
3951.3	23.07	0.904	431	304	3079	7.14	32	32	3	13	124	117.6	1.206	2252.3	79.3	0.0	0	3.98	2277	1846	8303	5465	15516
3961.3	23.92	0.946	424	249	2961	6.98	15	48	6	18	79	149.4	1.283	2261.6	89.3	0.0	0	9.12	2290	1866	8303	5583	15666
3971.3	24.54	0.977	421	235	2912	6.92	25	30	5	41	21	188.5	1.391	2271.2	99.3	0.0	0	4.21	2305	1884	8303	5632	15857
3981.3	24.90	0.995	447	185	3046	6.81	37	35	3	25	0	248.5	1.432	2281.1	109.3	0.0	0	0.00	2345	1898	8486	5681	16071
3991.3	25.00	1.000	457	108	3115	6.82	27	45	1	31	1	302.1	1.484	2291.0	119.3	0.0	0	2.06	2366	1909	8629	5755	16236
4001.3	24.83	0.992	477	86	3272	6.86	39	28	0	45	35	307.9	1.502	2301.0	129.3	0.0	0	3.78	2397	1920	8870	5839	16416
4011.3	24.40	0.970	505	118	3323	6.58	18	46	1	24	1	336.6	1.482	2310.8	139.3	0.0	0	3.37	2441	1936	8974	5892	16579
4021.3	23.73	0.936	500	78	3341	6.68	8	44	4	29	4	331.3	1.529	2320.4	149.3	0.0	0	16.03	2455	1955	9004	5904	16706
4031.3	22.82	0.891	507	63	3342	6.59	44	48	3	2	62	329.0	1.533	2329.5	159.3	0.0	0	1.12	2482	1975	9027	5926	16710
4041.3	21.72	0.836	494	52	3338	6.76	43	91	3	0	92	328.9	1.585	2338.2	169.3	0.0	0	1.47	2484	1990	9035	5938	16710
4051.3	20.44	0.772	480	51	3357	6.99	36	132	3	0	95	305.9	1.600	2346.2	179.3	0.0	0	4.11	2484	2004	9066	5950	16710
4061.3	19.04	0.702	469	54	3382	7.21	37	159	3	0	122	305.4	1.600	2353.6	189.3	0.0	0	4.23	2484	2015	9096	5955	16710
4071.3	17.54	0.627	463	51	3465	7.48	30	184	3	0	149	315.4	1.600	2360.2	195.0	0.4	1	0.00	2484	2021	9208	5984	16710
4081.3	16.00	0.550	455	91	3436	7.55	1	205	3	0	197	312.7	1.600	2366.1	195.0	1.6	1	0.00	2484	2029	9219	6024	16710
4091.3	14.46	0.473	448	104	3410	7.61	0	205	3	0	224	306.8	1.600	2371.2	195.0	3.2	1	0.00	2484	2036	9220	6051	16710
4101.3	12.96	0.398	442	200	3347	7.57	0	205	3	0	245	294.7	1.600	2375.6	195.0	5.3	1	0.00	2484	2042	9222	6116	16710
4111.3	11.55	0.328	437	252	3323	7.60	0	205	3	0	260	295.8	1.600	2379.2	195.0	8.2	1	0.00	2484	2047	9222	6140	16710
4121.3	10.28	0.264	432	300	3317	7.68	0	205	3	0	263	299.5	1.600	2382.2	195.0	12.0	1	0.00	2484	2052	9222	6146	16710
4131.3	9.17	0.250	424	320	3313	7.81	0	205	3	0	266	287.6	1.600	2384.7	195.0	16.7	1	0.00	2484	2060	9222	6150	16710
4141.3	8.27	0.250	422	327	3313	7.85	0	205	3	0	272	280.2	1.600	2387.2	195.0	22.6	1	0.00	2484	2062	9222	6150	16710
4151.3	7.59	0.250	413	326	3313	8.02	0	205	3	0	272	269.2	1.600	2389.7	195.0	29.4	1	0.00	2484	2071	9222	6150	16710
4161.3	7.17	0.250	408	316	3313	8.12	0	205	3	0	275	260.8	1.600	2392.2	195.0	37.0	1	0.00	2484	2076	9222	6150	16710
4171.3	7.00	0.250	402	318	3313	8.24	0	205	3	0	278	246.6	1.600	2394.7	195.0	45.1	1	0.00	2484	2082	9222	6150	16710
4181.3	7.10	0.250	399	322	3313	8.30	0	205	3	0	278	235.0	1.600	2397.2	195.0	53.2	1	0.00	2484	2085	9222	6150	16710
4191.3	7.47	0.250	394	321	3313	8.41	0	205	3	0	278	225.5	1.600	2399.7	195.0	61.0	1	0.00	2484	2090	9222	6150	16710
4201.3	8.08	0.250	390	328	3313	8.49	0	205	3	0	281	215.8	1.600	2402.2	195.0	68.1	1	0.00	2484	2094	9222	6150	16710
4211.3	8.93	0.250	388	350	3313	8.54	0	205	3	0	281	213.5	1.600	2404.7	195.0	74.2	1	0.00	2484	2096	9222	6150	16710
4221.3	9.99	0.250	386	350	3312	8.58	0	205	3	0	287	206.7	1.600	2407.2	195.0	79.2	1	0.00	2484	2098	9222	6151	16710
4231.3	11.23	0.311	382	353	3306	8.65	0	205	3	0	293	195.7	1.600	2410.0	195.0	83.2	1	0.00	2484	2102	9222	6157	16710
4241.3	12.61	0.380	376	369	3305	8.79	14	200	5	5	294	177.4	1.599	2413.4	4.3	0.0	0	3.19	2484	2108	9222	6158	16727
4251.3	14.08	0.454	370	364	3296	8.91	27	179	83	25	189	153.4	1.599	2417.6	14.3	0.0	0	0.00	2484	2114	9222	6167	16838
4261.3	15.62	0.531	363	361	3286	9.05	25	172	170	34	185	120.9	1.597	2422.5	24.3	0.0	0	0.00	2484	2121	9222	6177	16845
4271.3	17.16	0.608	382	342	3259	8.53	0	191	172	15	107	93.8	1.526	2428.2	34.3	0.0	0	0.00	2508	2126	9222	6204	16923
4281.3	18.68	0.684	387	184	2855	7.38	0	135	130	32	89	227.3	1.554	2434.7	44.3	0.0	0	0.00	2519	2132	9235	6621	17077
4291.3	20.11	0.755	400	207	2868	7.17	0	77	76	17	89	196.8	1.542	2441.9	54.3	0.0	0	0.00	2542	2142	9306	6679	17089
4301.3	21.42	0.821	406	279	2856	7.03	0	42	42	1	87	138.8	1.537	2449.8	64.3	0.0	0	0.00	2559	2153	9319	6704	17098
4311.3	22.57	0.879	394	311	2839	7.21	16	12	6	12	41	110.1	1.540	2458.3	74.3	0.0	0	8.13	2560	2166	9319	6721	17296
4321.3	23.53	0.926	396	265	2811	7.10	26	27	2	9	16	113.1	1.518	2467.3	84.3	0.0	0	2.05	2571	2175	9319	6749	17333
4331.3	24.26	0.963	390	263	2773	7.11	0	53	43	0	0	157.3	1.521	2476.8	94.3	0.0	0	0.00	2580	2190	9319	6787	17362
4341.3	24.75	0.988	378	213	2759	7.30	0	48	44	5	0	229.5	1.562	2486.5	104.3	0.0	0	0.00	2580	2202	9319	6801	17407
4351.3	24.98	0.999	376	148	2829	7.52	0	27	15	9	0	259.0	1.578	2496.5	114.3	0.0	0	0.00	2585	2209	9433	6845	17548
4361.3	24.95	0.997	374	61	2962	7.92	36	8	0	16	53	261.8	1.570	2506.5	124.3	0.0	0	4.76	2593	2219	9587	6866	17688
4371.3	24.65	0.982	377	82	3142	8.33	32	40	0	9	59	247.5	1.544	2516.4	134.3	0.0	0	6.20	2608	2231	9839	6938	17780
4381.3	24.09	0.955	374	84	3209	8.58	27	43	0	31	19	244.7	1.555	2526.1	144.3	0.0	0	7.90	2617	2243	9935	6967	17988
4391.3	23.30	0.915	384	71	3196	8.32	22	58	0	25	16	255.0	1.538	2535.4	154.3	0.0	0	9.06	2634	2250	9943	6988	18064
4401.3	22.29	0.864	392	68	3175	8.10	39	72	0	0	52	245.8	1.529	2544.4	164.3	0.0	0	2.65	2659	2267	9947	7013	18064
4411.3	21.09	0.805	376	54	3161	8.41	43	108	0	0	70	238.8	1.598	2552.7	174.3	0.0	0	1.82	2659	2283	9948	7028	18064
4421.3	19.75	0.737	361	49	3144	8.71	37	146	0	0	85	229.8	1.600	2560.4	184.3	0.0	0	3.58	2659	2298	9948	7045	18064
4431.3	18.29	0.664	352	36	3129	8.89	41	172	0	0	91	229.7	1.600	2567.4	194.3	0.0	0	3.29	2659	2307	9950	7062	18064
4441.3	16.76	0.588	344	46	3186	9.26	12	193	0	0	115	222.9	1.600	2573.7	195.0	1.0	1	0.00	2659	2315	10043	7098	18064
4451.3	15.22	0.511	337	68	3151	9.35	0	201	0	0	166	220.0	1.600	2579.2	195.0	2.3	1	0.00	2659	2322	10055	7145	18064
4461.3	13.69	0.435	329	110	3107	9.44	0	201	0	0	202	221.2	1.600	2583.9	195.0	4.2	1	0.00	2659	2330	10062	7196	18064
4471.3	12.24	0.362	318	143	3082	9.69	0	201	0	0	205	211.4	1.600	2587.9	195.0	6.7	1	0.00	2659	2341	10062	7221	18064
4481.3	10.89	0.295	312	174	3055	9.79	0	201	0	0	220	208.3	1.600	2591.2	195.0	10.0	1	0.00	2659	2347	10062	7248	18064
4491.3	9.70	0.250	308	208	3047	9.89	0	201	0	0	223	202.8	1.600	2593.8	195.0	14.2	1	0.00	2659	2351	10062	7256	18064
4501.3	8.69	0.250	302	229	3045	10.08	0	201	0	0	223	194.9	1.600	2596.3	195.0	19.5	1	0.00	2659	2357	10062	7258	18064
4511.3	7.90	0.250	297	254	3045	10.25	0	201	0	0	229	183.5	1.600	2598.8	195.0	25.9	1	0.00	2659	2362	10062	7258	18064
4521.3	7.35	0.250	293	254	3045	10.39	0	201	0	0	229	170.0	1.600	2601.3	195.0	33.2	1	0.00	2659	2366	10062	7258	18064
4531.3	7.05	0.250	285	259	3045	10.68	0	201	0	0	232	157.2	1.598	2603.8	195.0	41.1	1	0.00	2659	2374	10062	7258	18064
4541.3	7.02	0.250	282	265	3045	10.80	0	201	0	0	232	146.3	1.595	2606.3	195.0	49.2	1	0.00	2659	2377	10062	7258	18064
4551.3	7.25	0.250	280	265	3045	10.88	0	201	0	0	238	137.4	1.593	2608.8	195.0	57.2	1	0.00	2659	2379	10062	7258	18064
4561.3	7.75	0.250	277	269	3045	10.99	0	201	0	0	238	131.0	1.592	2611.3	195.0	64.7	1	0.00	2659	2382	10062	7258	18064
4571.3	8.48	0.250	274	267	3045	11.11	0	201	0	0	241	120.0	1.590	2613.8	195.0	71.3	1	0.00	2659	2385	10062	7258	18064
4581.3	9.44	0.250	272	269	3045	11.19	0	201	0	0	244	106.4	1.590	2616.3	195.0	76.8	1	0.00	2659	2387	10062	7258	18064
4591.3	10.60	0.280	266	263	3045	11.45	0	201	0	0	244	93.8	1.587	2618.9	195.0	81.3	1	0.00	2659	2393	10062	7258	18064
4601.3	11.91	0.345	261	260	3045	11.67	0	201	0	0	244	79.8	1.585	2622.0	195.0	84.8	1	0.00	2659	2398	10062	7258	18064
4611.3	13.34	0.417	255	255	3045	11.94	0	196	188	5	233	62.9	1.582	2625.8	9.3	0.0	0	0.00	2659	2404	10062	7258	18075
4621.3	14.85	0.493	249	249	3045	12.23	0	185	185	16	219	45.9	1.566	2630.4	19.3	0.0	0	0.00	2659	2410	10062	7258	18089
4631.3	16.40	0.570	246	243	3045	12.38	0	185	175	14	179	32.1	1.519	2635.7	29.3	0.0	0	0.00	2661	2415	10062	7258	18129
4641.3	17.93	0.647	251	84	2931	11.68	0	169	142	16	111	137.9	1.481	2641.8	39.3	0.0	0	0.00	2675	2424	10062	7372	18314
4651.3	19.41	0.721	248	40	2568	10.35	0	81	81	18	103	153.7	1.567	2648.6	49.3	0.0	0	0.00	2681	2433	10062	7735	18343
4661.3	20.79	0.789	252	33	2544	10.10	0	42	42	10	79	158.1	1.550	2656.2	59.3	0.0	0	0.00	2697	2445	10063	7760	18405
4671.3	22.02	0.851	247	25	2528	10.23	0	17	15	7	34	156.2	1.560	2664.4	69.3	0.0	0	0.00	2706	2459	10065	7778	18499
4681.3	23.08	0.904	239	24	2534	10.60	12	11	11	2	32	153.4	1.562	2673.2	79.3	0.0	0	1.76	2713	2474	10090	7797	18512
4691.3	23.93	0.946	231	17	2520	10.91	32	20	3	3	47	152.8	1.581	2682.4	89.3	0.0	0	2.98	2715	2484	10107	7828	18690
4701.3	24.54	0.977	227	20	2479	10.92	29	38	6	17	0	143.8	1.580	2692.1	99.3	0.0	0	0.00	2718	2491	10107	7869	18811
4711.3	24.90	0.995	229	74	2463	10.76	3	38	4	30	0	151.7	1.509	2701.9	109.3	0.0	0	0.00	2734	2505	10107	7885	18949
4721.3	25.00	1.000	248	60	2483	10.01	35	4	0	39	24	156.4	1.425	2711.9	119.3	0.0	0	4.11	2762	2514	10150	7908	19044
4731.3	24.83	0.991	284	84	2675	9.42	23	38	5	5	0	188.1	1.382	2721.9	129.3	0.0	0	0.00	2800	2516	10359	7925	19115
4741.3	24.40	0.970	280	84	2716	9.70	0	42	16	20	0	183.5	1.500	2731.7	139.3	0.0	0	0.00	2804	2524	10426	7951	19212
4751.3	23.72	0.936	290	103	2740	9.45	14	19	1	26	28	189.1	1.519	2741.3	149.3	0.0	0	8.93	2821	2531	10460	7961	19361
4761.3	22.81	0.891	308	60	2815	9.14	34	34	0	1	91	192.3	1.489	2750.4	159.4	0.0	0	3.57	2846	2538	10542	7968	19365
4771.3	21.71	0.835	301	59	2840	9.44	38	66	0	0	106	191.4	1.576	2759.0	169.4	0.0	0	2.18	2847	2546	10574	7975	19365
4781.4	20.43	0.772	288	32	2839	9.86	33	101	0	0	121	180.9	1.600	2767.1	179.4	0.0	0	3.23	2847	2559	10575	7977	19365
4791.4	19.02	0.701	283	53	2838	10.03	35	127	0	0	151	171.8	1.600	2774.5	189.4	0.0	0	3.50	2847	2564	10575	7978	19365
4801.4	17.53	0.626	283	32	2884	10.19	23	151	0	0	166	182.7	1.600	2781.1	195.0	0.4	1	0.00	2847	2564	10644	8001	19365
4811.4	15.98	0.549	275	74	2934	10.67	0	166	0	0	190	182.1	1.600	2787.0	195.0	1.6	1	0.00	2847	2572	10724	8031	19365
4821.4	14.44	0.472	268	144	2909	10.85	0	166	0	0	202	178.2	1.600	2792.1	195.0	3.2	1	0.00	2847	2579	10728	8060	19365
4831.4	12.95	0.397	261	236	2886	11.06	0	166	0	0	208	194.7	1.600	2796.4	195.0	5.4	1	0.00	2847	2586	10728	8083	19365
4841.4	11.54	0.327	254	243	2870	11.30	0	166	0	0	208	184.4	1.599	2800.0	195.0	8.2	1	0.00	2847	2593	10728	8099	19365
